snapped_at,price,market_cap,total_volume
2014-02-09 00:00:00 UTC,13.2617573852,339062078.1381492,4760354.518145482
2014-02-10 00:00:00 UTC,13.0659426054,334335311.4579896,17938762.51820138
2014-02-11 00:00:00 UTC,12.83262207315,328643502.8280217,8836498.223197976
2014-02-12 00:00:00 UTC,12.4175793066,318369398.26860964,9329880.146741657
2014-02-13 00:00:00 UTC,11.0977179912,284826860.9390986,3921750.4243908343
2014-02-14 00:00:00 UTC,11.92432545788,306394993.7606166,17519684.161539376
2014-02-15 00:00:00 UTC,11.648795616,299708414.5702894,7282823.745748699
2014-02-16 00:00:00 UTC,11.0391639477,284406992.7821903,3657735.4170573577
2014-02-17 00:00:00 UTC,11.19222257304,288738121.9321361,5638973.578089515
2014-02-18 00:00:00 UTC,11.37081054056,293646679.0353758,2563523.493417674
2014-02-19 00:00:00 UTC,11.30558614182,292242663.35634243,1584078.490902406
2014-02-20 00:00:00 UTC,9.99104108212,258527219.57009447,4406954.681391863
2014-02-21 00:00:00 UTC,10.19127240825,263987627.62184232,6661435.7364419205
2014-02-22 00:00:00 UTC,10.72318913018,278112387.07001966,2247971.6947287945
2014-02-23 00:00:00 UTC,11.13740684784,289221237.06481975,7998873.510562198
2014-02-24 00:00:00 UTC,10.29675100791,267743368.62038538,5109424.365856506
2014-02-25 00:00:00 UTC,9.88504865568,257321200.94471774,16783818.643662892
2014-02-26 00:00:00 UTC,10.43788365557,272013899.40896124,8474021.76493049
2014-02-27 00:00:00 UTC,10.28536314156,268315338.17103413,3648090.3060701606
2014-02-28 00:00:00 UTC,9.49772480019,248043568.52355972,4007936.743440765
2014-03-01 00:00:00 UTC,9.83732115156,257233198.89692265,2931875.4419620074
2014-03-02 00:00:00 UTC,9.5728746557,250638478.58851722,1857944.1544314944
2014-03-03 00:00:00 UTC,9.68164576478,253794700.90807298,9220662.425712422
2014-03-04 00:00:00 UTC,12.05585642016,316412630.63409686,33755239.999771126
2014-03-05 00:00:00 UTC,11.73937388799,308512553.8744767,8846416.928797217
2014-03-06 00:00:00 UTC,11.78440267032,310095997.26249546,6407163.935454202
2014-03-07 00:00:00 UTC,11.40306221754,300433105.29012835,4507910.374206811
2014-03-08 00:00:00 UTC,11.07964622158,292298285.1401238,4231421.737410406
2014-03-09 00:00:00 UTC,11.43714268872,302112741.50300187,4807062.116058294
2014-03-10 00:00:00 UTC,11.55927757312,305659133.4464022,3819698.7962268647
2014-03-11 00:00:00 UTC,11.54456887694,305591133.6359016,2699674.5817425917
2014-03-12 00:00:00 UTC,12.3000281628,325979085.3718974,8676283.214602059
2014-03-13 00:00:00 UTC,12.2419142196,324807413.7082524,3209117.940749507
2014-03-14 00:00:00 UTC,11.89169293204,315903464.71427596,2892477.4669775986
2014-03-15 00:00:00 UTC,12.12230523042,322420637.3662147,2220539.098297088
2014-03-16 00:00:00 UTC,12.44120491358,331278855.58982056,3825220.878186476
2014-03-17 00:00:00 UTC,12.44359740614,331713380.79374623,5011511.537740744
2014-03-18 00:00:00 UTC,13.8099364632,368608664.62222314,19045952.046637908
2014-03-19 00:00:00 UTC,12.71141619342,339719004.6338972,25632300.0862143
2014-03-20 00:00:00 UTC,11.8558794716,317180390.8275276,11989686.64903626
2014-03-21 00:00:00 UTC,11.36572631268,304394086.2744118,13784432.568633115
2014-03-22 00:00:00 UTC,11.39518415782,305538548.7994084,4492516.575446696
2014-03-23 00:00:00 UTC,11.08325648244,297467444.4832475,1983117.6140055482
2014-03-24 00:00:00 UTC,11.58511166384,311242180.59482443,5610450.707240177
2014-03-25 00:00:00 UTC,11.769098229,316498167.72951424,5002714.54003934
2014-03-26 00:00:00 UTC,11.89902148815,320119422.51619744,4322040.721574246
2014-03-27 00:00:00 UTC,9.45931755054,254757905.2888909,8411574.46312201
2014-03-28 00:00:00 UTC,10.04316317136,270784809.7839824,21967268.326386977
2014-03-29 00:00:00 UTC,9.82836578646,265359035.51226276,4646004.2101481855
2014-03-30 00:00:00 UTC,9.51518792922,257192237.52498227,5882560.323198418
2014-03-31 00:00:00 UTC,9.27651277536,251015515.25523725,7462950.098005777
2014-04-01 00:00:00 UTC,9.659325456,,
2014-04-02 00:00:00 UTC,8.622505434,,
2014-04-03 00:00:00 UTC,8.2390048,,
2014-04-04 00:00:00 UTC,8.172345055,,
2014-04-05 00:00:00 UTC,8.3105519,,
2014-04-06 00:00:00 UTC,8.476917962,,
2014-04-07 00:00:00 UTC,8.31229952,226646932.7087268,2659108.860574201
2014-04-08 00:00:00 UTC,8.284180265,,
2014-04-09 00:00:00 UTC,8.068479902,,
2014-04-10 00:00:00 UTC,5.96822619,,
2014-04-11 00:00:00 UTC,7.799311052,,
2014-04-12 00:00:00 UTC,7.743706164,,
2014-04-13 00:00:00 UTC,7.455075201,,
2014-04-14 00:00:00 UTC,8.314792317,,
2014-04-15 00:00:00 UTC,9.67680044,,
2014-04-16 00:00:00 UTC,9.778446987,,
2014-04-17 00:00:00 UTC,9.18007344,,
2014-04-18 00:00:00 UTC,8.79324124,,
2014-04-19 00:00:00 UTC,9.363758409,,
2014-04-20 00:00:00 UTC,9.168132807,,
2014-04-21 00:00:00 UTC,9.054930405,,
2014-04-22 00:00:00 UTC,8.817971246,,
2014-04-23 00:00:00 UTC,8.849480508,,23240045.098816037
2014-04-24 00:00:00 UTC,9.101635731,,49776891.151424915
2014-04-25 00:00:00 UTC,7.94957859,,110247362.83395213
2014-04-26 00:00:00 UTC,7.734963906,,41842032.44697879
2014-04-27 00:00:00 UTC,7.2779889,,23017735.04567038
2014-04-28 00:00:00 UTC,7.327297197,,40466283.049082935
2014-04-29 00:00:00 UTC,7.58995666,,42111698.90411632
2014-04-30 00:00:00 UTC,7.942331925,,85460050.69859381
2014-05-01 00:00:00 UTC,8.10487769,,35040629.20199591
2014-05-02 00:00:00 UTC,7.701498321,,27510279.594583455
2014-05-03 00:00:00 UTC,7.440459994,,23664041.752057824
2014-05-04 00:00:00 UTC,7.44352854,,16493396.845145151
2014-05-05 00:00:00 UTC,7.39267152,,12044719.223159857
2014-05-06 00:00:00 UTC,7.461451185,,40680045.59576176
2014-05-07 00:00:00 UTC,7.639022994,,30799206.99110099
2014-05-08 00:00:00 UTC,7.623425088,,29263392.09836017
2014-05-09 00:00:00 UTC,7.83500751,,33129020.04034081
2014-05-10 00:00:00 UTC,7.904209527,,15943533.288033076
2014-05-11 00:00:00 UTC,7.54604704,,19101596.208239917
2014-05-12 00:00:00 UTC,7.594515006,,14043602.750377888
2014-05-13 00:00:00 UTC,7.582120128,,7565679.63053433
2014-05-14 00:00:00 UTC,7.674195456,,8877667.919926904
2014-05-15 00:00:00 UTC,7.63278032,,10208006.993859662
2014-05-16 00:00:00 UTC,7.589308065,,10946041.438571416
2014-05-17 00:00:00 UTC,7.595769735,,3754988.746287671
2014-05-18 00:00:00 UTC,7.562587384,,2742208.4386591916
2014-05-19 00:00:00 UTC,7.54452136,,3669974.9691387345
